,GRD_PTS_PER_UNIT,CATALOG_NBR,GPAO,ANON_INSTR_ID,TERM,HSGPA,LAST_ACT_ENGL_SCORE,LAST_ACT_MATH_SCORE,LAST_ACT_READ_SCORE,LAST_ACT_SCIRE_SCORE,LAST_ACT_COMP_SCORE,SEX,At_Risk
282,3.7,271,3.8190476189999996,56,102,4.0,23.0,24.0,23.0,25.0,24.0,0,0
283,2.7,271,3.5232558139999997,4683,102,3.9,24.0,27.0,22.0,23.0,24.0,1,0
284,0.0,271,1.925,1862,102,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
285,4.0,271,3.602272727,3558,102,2.9,24.0,25.0,27.0,25.0,25.0,0,0
286,3.3,271,3.4184210530000003,3493,102,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
287,3.3,271,3.7833333330000003,3057,102,3.3,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
288,0.0,271,3.0975,2495,102,4.0,33.0,32.0,34.0,32.0,33.0,0,1
289,0.7,271,1.9989898990000001,3717,102,2.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
290,2.0,271,3.346341463,846,102,4.0,35.0,32.0,30.0,28.0,32.0,0,0
291,4.0,271,4.042105263,4683,102,3.7,22.0,20.0,23.0,24.0,23.0,0,0
292,2.3,271,3.188,17,102,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
293,2.3,271,3.4864864860000004,4683,102,3.9,24.0,34.0,32.0,29.0,30.0,0,0
294,0.0,271,4.24,410,102,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
295,2.4,271,3.142857143,3493,102,3.7,32.0,28.0,31.0,25.0,29.0,1,0
296,3.3,271,3.2560975610000003,3057,102,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
297,4.0,271,3.904,56,102,3.43,35.0,36.0,33.0,28.0,33.0,0,0
298,2.7,271,3.464864865,3558,102,3.9,32.0,34.0,32.0,36.0,34.0,0,0
299,4.0,271,3.8160000000000003,1895,102,3.9,29.0,29.0,28.0,24.0,28.0,0,0
300,4.0,271,4.03,1895,102,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
301,4.0,271,3.883333333,2889,102,3.9,23.0,18.0,23.0,24.0,22.0,0,0
302,2.0,271,3.3652173910000003,3558,102,0.0,29.0,36.0,26.0,28.0,30.0,0,0
303,1.7,271,3.131111111,2259,102,3.7,25.0,36.0,28.6889,29.0385,29.0,1,0
304,0.0,271,4.02,410,102,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
305,4.0,271,4.073809524,2259,102,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
306,4.0,271,3.736,3057,102,3.5,22.0,27.0,28.0,26.0,26.0,0,0
307,4.0,271,3.9,3345,102,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
308,4.0,271,3.925,1996,102,3.9,32.0,27.0,30.0,27.0,29.0,1,0
309,3.0,271,3.321153846,4230,102,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
310,1.7,271,3.426086957,3493,102,3.5,25.0,33.0,28.6889,29.0385,28.0,1,0
311,2.7,271,3.0128205130000003,4683,102,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
312,3.3,271,3.231578947,1895,102,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
313,2.3,271,3.4960000000000004,1895,102,3.8,25.0,35.0,28.6889,29.0385,31.0,0,0
314,4.0,271,3.945454545,3345,102,3.1,21.0,19.0,25.0,22.0,22.0,1,0
315,0.0,271,3.0521739130000003,283,102,3.9,36.0,34.0,36.0,31.0,34.0,1,1
316,2.7,271,3.12,4230,102,3.7,34.0,36.0,32.0,34.0,34.0,1,0
318,2.7,271,2.48625,410,102,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
319,3.3,271,3.660869565,3493,102,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
320,2.7,271,3.6355555560000004,410,102,3.8,23.0,23.0,21.0,23.0,23.0,1,0
321,4.0,271,4.0,2259,102,3.8,33.0,33.0,26.0,28.0,30.0,1,0
322,4.0,271,3.5894736839999997,3493,102,3.9,29.0,29.0,25.0,30.0,28.0,0,0
323,3.4,271,3.679545455,56,102,3.9,32.0,28.0,33.0,27.0,30.0,1,0
324,4.0,271,3.3760000000000003,3057,102,3.9,25.0,35.0,28.6889,29.0385,28.0,1,0
325,0.0,271,3.060465116,1895,102,3.9,22.0,30.0,27.0,28.0,27.0,0,1
326,2.0,271,3.282051282,4683,102,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
327,2.0,271,3.18,846,102,4.0,34.0,27.0,32.0,28.0,31.0,1,0
328,4.0,271,4.0,56,102,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
329,4.4,271,4.4,1895,102,2.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
330,3.0,271,3.618181818,1675,102,3.9,31.0,32.0,24.0,24.0,28.0,1,0
335,4.0,271,3.808333333,2542,103,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
336,4.0,271,3.9363636360000003,56,103,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
337,3.7,271,3.788095238,2851,103,0.0,31.0,30.0,28.0,26.0,29.0,1,0
338,1.0,271,2.019047619,2851,103,2.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
339,2.0,271,3.055813953,56,103,3.4,23.0,34.0,23.0,30.0,28.0,0,0
340,3.3,271,3.4140350880000003,756,103,3.3,33.0,30.0,28.0,27.0,30.0,1,0
341,1.7,271,3.7209302330000003,56,103,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
342,2.7,271,3.4,2851,103,0.0,26.0,27.0,33.0,24.0,28.0,1,0
343,4.0,271,4.0,2237,103,3.3,31.0,24.0,28.6889,29.0385,22.0,1,0
344,4.0,271,3.692307692,756,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
345,3.0,271,3.3477272730000003,2851,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
346,2.3,271,2.960526316,2542,103,3.9,30.0,32.0,31.0,27.0,30.0,1,0
347,3.0,271,3.3,756,103,0.0,33.0,30.0,28.6889,29.0385,29.0,0,0
348,3.7,271,3.7,2237,103,3.8,27.0,30.0,28.6889,29.0385,32.0,0,0
349,4.0,271,3.276190476,56,103,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
350,2.0,271,3.276470588,2237,103,3.9,32.0,24.0,25.0,23.0,26.0,1,0
351,1.7,271,1.766666667,756,103,3.7,21.0,25.0,19.0,22.0,22.0,1,0
352,2.0,271,2.785714286,2542,103,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
353,0.0,271,2.673584906,756,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
354,2.3,271,2.931868132,2542,103,3.5,30.0,25.0,32.0,25.0,28.0,1,0
355,3.4,271,3.461904762,2851,103,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
356,0.0,271,2.8105263160000002,2851,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
357,2.7,271,3.007692308,756,103,3.9,21.0,23.0,24.0,23.0,23.0,1,0
358,3.3,271,3.7740740739999996,2542,103,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
359,2.3,271,2.216216216,56,103,3.7,33.0,35.0,28.0,28.0,31.0,0,0
360,1.7,271,2.105555556,2542,103,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
361,3.3,271,3.365853659,2542,103,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
362,3.3,271,3.907692308,756,103,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
363,3.3,271,3.133333333,756,103,3.9,29.0,31.0,34.0,29.0,31.0,0,0
364,3.4,271,3.4926315789999998,2542,103,3.9,29.0,35.0,22.0,28.0,29.0,1,0
365,2.3,271,3.563157895,56,103,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
366,3.4,271,3.260377358,56,103,3.5,27.0,31.0,27.0,27.0,28.0,0,0
367,2.7,271,3.506818182,756,103,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
368,1.0,271,2.373563218,2542,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
369,2.7,271,2.9762711860000004,2851,103,0.0,31.0,29.0,26.0,24.0,28.0,1,0
370,2.3,271,2.98372093,2851,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
371,3.3,271,3.234782609,2237,103,3.8,25.0,32.0,26.0,31.0,28.0,1,0
372,1.7,271,2.732258065,56,103,3.68,34.0,33.0,28.0,29.0,31.0,0,0
373,1.7,271,3.0,2851,103,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
374,2.7,271,2.719607843,2542,103,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
375,2.3,271,4.133333333,2851,103,3.5,25.0,26.0,25.0,25.0,25.0,0,0
376,2.0,271,2.707692308,2542,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
377,4.0,271,3.595454545,2542,103,4.0,33.0,30.0,30.0,36.0,32.0,1,0
378,4.0,271,4.0,2851,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
380,4.0,271,3.7157894739999997,2542,103,4.0,33.0,30.0,36.0,33.0,33.0,1,0
381,3.0,271,3.239215686,2237,103,3.9,28.0,25.0,30.0,27.0,28.0,0,0
382,3.7,271,3.880487805,2542,103,4.0,28.0,34.0,28.6889,29.0385,27.0,1,0
383,2.7,271,3.262162162,756,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
384,4.0,271,3.890909091,2851,103,3.8,25.0,29.0,23.0,27.0,26.0,0,0
385,2.0,271,2.7476190480000002,56,103,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
386,2.0,271,3.054761905,2237,103,3.9,30.0,31.0,32.0,34.0,32.0,1,0
387,1.0,271,2.15,2542,103,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
388,4.0,271,3.5720930230000003,756,103,4.0,33.0,25.0,35.0,30.0,31.0,1,0
389,2.3,271,2.3837837840000002,2542,103,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
390,2.7,271,3.467567568,756,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
391,0.0,271,2.815625,2237,103,3.9,33.0,35.0,32.0,36.0,34.0,0,1
392,2.0,271,2.974418605,2542,103,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
393,0.0,271,1.5719999999999998,56,103,3.9,29.0,30.0,25.0,32.0,29.0,1,1
394,0.0,271,2.335416667,56,103,3.74,26.0,31.0,30.0,26.0,29.0,1,1
395,3.7,271,3.293023256,2851,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
396,2.0,271,4.0,2851,103,0.0,23.0,27.0,27.0,25.0,26.0,0,0
397,4.0,271,3.47826087,2851,103,3.3,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
398,3.3,271,3.875,756,103,3.9,28.0,31.0,24.0,24.0,27.0,0,0
399,4.0,271,3.6159090910000002,2851,103,3.9,25.0,28.0,27.0,27.0,27.0,1,0
400,2.0,271,2.9,2237,103,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
401,0.0,271,3.180487805,756,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
402,3.7,271,4.056,2542,103,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
403,2.7,271,2.808474576,2542,103,2.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
404,2.0,271,3.28,2851,103,3.8,29.0,32.0,26.0,29.0,29.0,1,0
405,4.0,271,3.7,756,103,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
406,4.0,271,3.798305085,2851,103,3.5,30.0,35.0,29.0,35.0,32.0,0,0
407,2.7,271,3.316071429,56,103,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
408,0.0,271,2.467307692,756,103,3.9,29.0,32.0,28.6889,29.0385,33.0,0,1
409,2.3,271,3.089830508,2851,103,3.7,27.0,31.0,32.0,33.0,31.0,0,0
410,2.7,271,3.5883720930000003,56,103,3.7,32.0,34.0,29.0,30.0,32.0,0,0
411,3.0,271,3.2655172410000004,2542,103,3.6,30.0,27.0,34.0,25.0,29.0,1,0
412,3.0,271,3.005084746,2851,103,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
413,3.0,271,3.6425,756,103,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
421,2.7,271,3.3190476189999996,2032,107,3.7,32.0,32.0,28.6889,29.0385,32.0,0,0
422,3.0,271,3.866666667,733,107,3.8,31.0,34.0,28.0,24.0,30.0,1,0
423,3.3,271,3.883333333,3305,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
424,3.3,271,2.514893617,4396,107,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
425,2.7,271,3.031481481,2032,107,3.9,28.0,30.0,31.0,29.0,29.0,1,0
426,2.3,271,2.983146067,3305,107,3.4,27.0,31.0,28.6889,29.0385,28.0,0,0
427,4.0,271,3.913333333,3881,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
428,3.7,271,3.492307692,3305,107,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
429,4.0,271,3.4809523810000003,4396,107,0.0,32.0,29.0,28.0,29.0,29.0,1,0
430,3.0,271,3.556521739,4396,107,3.7,29.0,28.0,30.0,25.0,28.0,1,0
431,2.3,271,3.254545455,3305,107,3.9,30.0,28.0,27.0,25.0,28.0,1,0
432,3.3,271,3.201851852,3305,107,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
433,4.0,271,3.827272727,3881,107,4.0,35.0,34.0,32.0,32.0,33.0,1,0
434,2.7,271,3.727118644,4396,107,3.8,29.0,21.0,24.0,24.0,25.0,0,0
435,3.3,271,3.6039999999999996,3305,107,0.0,30.0,31.0,26.0,23.0,28.0,0,0
436,3.7,271,3.236363636,733,107,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
437,2.0,271,3.025,3881,107,3.9,36.0,29.0,32.0,26.0,31.0,1,0
438,2.3,271,3.5675675680000003,3305,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
439,4.0,271,3.6951219510000004,3305,107,3.6,24.0,23.0,29.0,21.0,25.0,1,0
440,2.3,271,3.122222222,2032,107,4.0,33.0,36.0,36.0,34.0,35.0,1,0
441,4.0,271,3.545614035,2032,107,3.7,28.0,27.0,28.0,25.0,27.0,0,0
442,3.3,271,3.225,3305,107,0.0,25.0,35.0,28.6889,29.0385,32.0,1,0
443,2.7,271,3.178571429,2032,107,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
444,1.7,271,2.4727272730000003,2032,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
445,3.7,271,3.285294118,733,107,3.3,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
446,2.0,271,3.053846154,4602,107,3.0,32.0,34.0,22.0,30.0,30.0,0,0
447,2.7,271,3.5333333330000003,4602,107,3.9,34.0,36.0,36.0,35.0,36.0,0,0
448,3.3,271,3.116666667,2032,107,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
449,1.0,271,2.353333333,3305,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
450,3.7,271,3.6243902439999998,4396,107,3.9,20.0,21.0,29.0,26.0,24.0,0,0
451,3.3,271,3.6039999999999996,2032,107,4.0,29.0,29.0,29.0,23.0,28.0,1,0
452,3.3,271,3.642857143,3305,107,3.8,28.0,24.0,33.0,29.0,28.0,1,0
453,3.7,271,3.4318181819999998,733,107,3.9,33.0,33.0,31.0,32.0,33.0,1,0
454,2.3,271,3.325,3305,107,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
455,3.3,271,3.771794872,733,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
456,2.7,271,3.5818181819999997,2032,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
457,1.7,271,3.05,3305,107,4.0,32.0,29.0,33.0,25.0,30.0,0,0
458,4.0,271,2.95,3881,107,3.3,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
459,3.3,271,3.344,4602,107,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
460,0.0,271,1.720408163,733,107,3.5,27.0,29.0,25.0,26.0,27.0,0,1
461,3.7,271,3.54047619,3881,107,4.0,27.0,28.0,28.0,25.0,27.0,1,0
462,3.3,271,3.4638888889999997,2032,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
463,0.0,271,2.8048780489999996,4396,107,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
464,2.3,271,3.505882353,3881,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
465,3.3,271,3.1820512819999998,4396,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
466,2.3,271,3.63877551,4602,107,3.6,29.0,29.0,28.6889,29.0385,29.0,1,0
467,3.0,271,3.5236842110000004,3881,107,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
468,2.7,271,3.253488372,4602,107,4.0,28.0,29.0,33.0,30.0,30.0,0,0
469,3.3,271,3.154545455,4396,107,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
470,2.7,271,3.47826087,2032,107,3.9,31.0,26.0,33.0,30.0,30.0,1,0
471,3.0,271,3.3090909089999996,2032,107,3.9,28.0,33.0,28.6889,29.0385,33.0,0,0
472,1.7,271,2.903773585,4396,107,3.5,23.0,34.0,34.0,31.0,31.0,0,0
473,3.3,271,3.873684211,4396,107,3.9,35.0,35.0,32.0,30.0,33.0,1,0
474,0.0,271,2.462037037,3305,107,3.8,28.0,32.0,35.0,30.0,31.0,1,1
475,2.7,271,3.210526316,4396,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
476,2.0,271,3.272727273,4396,107,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
477,3.3,271,3.472,2032,107,4.0,34.0,35.0,33.0,28.0,33.0,1,0
478,3.7,271,3.913043478,3305,107,3.9,28.0,26.0,27.0,29.0,28.0,0,0
479,2.0,271,3.3913043480000002,2032,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
480,4.0,271,3.522413793,3881,107,4.0,29.0,36.0,28.0,33.0,32.0,0,0
481,1.7,271,3.333333333,4602,107,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
482,2.7,271,3.255813953,4396,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
483,3.7,271,3.6375,4396,107,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
485,3.0,271,3.4934782610000004,4396,107,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
486,2.0,271,3.4489795919999997,733,107,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
487,2.4,271,3.014545455,4396,107,3.8,28.0,20.0,30.0,22.0,25.0,1,0
488,2.7,271,3.2285714289999996,4602,107,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
489,2.4,271,3.345454545,733,107,3.7,35.0,35.0,36.0,32.0,35.0,0,0
490,1.7,271,2.766666667,3881,107,3.6,28.0,28.0,33.0,25.0,29.0,1,0
491,2.7,271,3.781818182,2032,107,3.8,30.0,35.0,27.0,31.0,31.0,0,0
492,0.0,271,2.693333333,3881,107,3.9,33.0,27.0,29.0,28.0,30.0,1,1
493,3.4,271,3.494871795,3881,107,3.8,32.0,25.0,26.0,24.0,27.0,1,0
494,2.4,271,2.5761194030000003,3305,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
495,3.7,271,3.467567568,733,107,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
496,3.0,271,2.6575,4396,107,4.0,33.0,35.0,36.0,36.0,35.0,1,0
497,0.0,271,2.409677419,3305,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
498,3.0,271,3.2,3881,107,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
499,3.0,271,3.429787234,3881,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
500,4.0,271,3.618918919,733,107,3.9,33.0,33.0,29.0,26.0,31.0,0,0
501,3.3,271,3.925925926,733,107,2.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
502,0.0,271,3.053846154,2032,107,3.9,27.0,30.0,25.0,29.0,28.0,0,1
503,3.0,271,3.32,4602,107,4.0,32.0,36.0,31.0,31.0,32.0,0,0
504,3.0,271,3.313043478,4396,107,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
505,0.0,271,2.8973684210000004,733,107,3.9,33.0,35.0,28.6889,29.0385,33.0,0,1
506,2.7,271,3.079069767,3305,107,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
507,2.0,271,3.406818182,733,107,3.2,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
508,1.7,271,2.5,3881,107,3.4,32.0,29.0,28.0,26.0,29.0,0,0
509,1.7,271,2.285714286,3305,107,3.9,26.0,34.0,28.6889,29.0385,34.0,0,0
510,0.0,271,2.808333333,4602,107,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
529,4.0,271,3.944186047,3592,110,3.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
530,2.7,271,3.50952381,4797,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
531,1.7,271,3.3425,2635,110,2.2,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
532,2.3,271,3.6957446810000003,1773,110,3.8,31.0,34.0,28.0,24.0,30.0,1,0
533,4.0,271,3.836363636,2092,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
534,4.0,271,3.85,1773,110,0.0,34.0,29.0,34.0,28.0,31.0,1,0
535,3.0,271,4.029411765,4802,110,4.0,28.0,28.0,29.0,27.0,28.0,0,0
536,2.0,271,3.306382979,2092,110,4.0,26.0,27.0,26.0,32.0,28.0,1,0
537,3.0,271,3.507142857,4802,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
538,2.7,271,2.9906976739999998,3827,110,4.0,33.0,32.0,32.0,28.0,31.0,1,0
539,3.0,271,3.829166667,1773,110,3.3,35.0,32.0,33.0,30.0,32.0,0,0
540,4.0,271,4.028571428999999,2635,110,3.8,31.0,29.0,30.0,24.0,29.0,0,0
541,1.7,271,3.3372093019999998,695,110,3.3,25.0,27.0,29.0,26.0,27.0,1,0
542,2.7,271,3.477272727,2092,110,4.0,29.0,36.0,31.0,29.0,31.0,0,0
543,0.0,271,2.82,3592,110,4.0,35.0,32.0,29.0,34.0,32.0,1,1
544,0.0,271,3.226829268,4802,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
545,1.7,271,3.883333333,4797,110,4.0,30.0,33.0,25.0,32.0,30.0,1,0
546,2.7,271,3.595061728,3827,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
547,3.0,271,3.5139534880000003,3827,110,3.9,28.0,25.0,29.0,25.0,27.0,0,0
548,2.7,271,3.526190476,4797,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
549,3.7,271,3.671052632,2635,110,3.9,32.0,27.0,27.0,26.0,28.0,1,0
550,2.0,271,3.1439999999999997,3827,110,0.0,33.0,26.0,30.0,27.0,29.0,1,0
551,4.0,271,3.9111111110000003,695,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
552,4.0,271,4.0,1628,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
553,2.7,271,2.871428571,3391,110,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
554,1.7,271,3.130952381,4797,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
555,4.0,271,4.0,3717,110,3.8,33.0,32.0,34.0,26.0,32.0,1,0
556,2.3,271,3.223255814,3592,110,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
557,0.0,271,2.268421053,1628,110,4.0,35.0,35.0,36.0,36.0,36.0,0,1
558,0.0,271,3.0813559319999997,201,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
559,1.0,271,3.0658536589999996,4797,110,0.0,25.0,26.0,33.0,28.0,28.0,1,1
560,2.7,271,3.88,2635,110,3.9,36.0,35.0,33.0,35.0,35.0,0,0
561,4.0,271,4.044444444,3520,110,4.0,29.0,32.0,32.0,36.0,33.0,0,0
562,3.0,271,3.6728813560000004,3520,110,3.9,34.0,34.0,30.0,29.0,32.0,1,0
563,2.3,271,3.5439999999999996,3717,110,4.0,27.0,34.0,28.6889,29.0385,29.0,1,0
564,2.0,271,2.958974359,3827,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
565,4.0,271,3.9090909089999997,3592,110,3.8,27.0,26.0,21.0,20.0,24.0,0,0
566,2.3,271,3.5093023260000002,4802,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
567,3.0,271,3.3787234039999996,3391,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
568,4.0,271,3.765,695,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
569,3.7,271,3.959615385,3827,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
570,4.0,271,4.2370370369999995,2635,110,3.8,28.0,32.0,33.0,32.0,32.0,0,0
571,4.0,271,4.295652174,4797,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
572,0.0,271,3.2460000000000004,3827,110,3.93,31.0,36.0,23.0,27.0,29.0,1,1
573,4.0,271,4.0,1628,110,3.7,33.0,24.0,27.0,26.0,28.0,1,0
574,3.3,271,3.8,4802,110,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
575,4.0,271,4.254545455,4797,110,0.4,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
576,2.3,271,3.3339999999999996,201,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
577,2.7,271,3.766666667,201,110,4.0,28.0,29.0,32.0,28.0,29.0,0,0
578,2.3,271,3.334782609,2092,110,3.2,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
579,2.0,271,3.469047619,2092,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
580,0.0,271,2.4555555559999998,3717,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
581,2.0,271,3.109259259,3717,110,0.0,20.0,25.0,25.0,29.0,25.0,0,0
582,2.0,271,2.578378378,4802,110,4.0,33.0,24.0,33.0,29.0,30.0,1,0
583,3.3,271,3.433333333,2635,110,3.9,28.0,33.0,30.0,33.0,31.0,0,0
584,3.3,271,3.6639999999999997,2092,110,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
585,0.0,271,2.428205128,2092,110,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
586,2.0,271,3.451428571,1773,110,3.7,26.0,22.0,26.0,21.0,24.0,1,0
587,0.0,271,3.164814815,3592,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
588,4.0,271,3.8829268289999996,4797,110,4.0,31.0,33.0,30.0,27.0,30.0,0,0
589,1.7,271,3.5511627910000003,4802,110,3.7,25.0,33.0,27.0,29.0,28.0,0,0
590,4.0,271,3.536956522,3520,110,0.0,27.0,33.0,28.6889,29.0385,32.0,1,0
591,2.0,271,2.26744186,201,110,3.7,28.0,33.0,27.0,30.0,30.0,0,0
