,alcohol,density,chlorides,total sulfur dioxide,citric acid,residual sugar,quality
447,9.5,0.9936,0.217,74.0,0.81,1.2,0
448,8.7,1.00044,0.085,111.0,0.25,18.8,0
449,10.8,0.9939,0.037000000000000005,120.0,0.3,6.1,0
450,10.9,0.995,0.052000000000000005,190.0,0.48,2.7,1
451,13.7,0.98906,0.024,94.0,0.32,4.5,1
452,13.5,0.98936,0.036000000000000004,115.0,0.28,2.4,1
453,9.7,0.9958,0.031,172.0,0.24,8.45,1
454,11.3,0.9917,0.042,156.0,0.49,1.1,0
455,11.3,0.99146,0.038,134.0,0.28,3.95,1
456,9.3,0.9983,0.032,181.0,0.38,14.9,1
457,9.2,0.9988,0.239,220.0,0.49,13.0,0
458,8.8,0.99924,0.038,133.0,0.36,16.3,0
459,9.3,0.9981,0.053,141.0,0.56,15.4,0
460,11.0,0.9914,0.068,124.0,0.29,1.1,1
461,8.8,0.9976,0.044000000000000004,163.0,0.51,11.8,0
462,10.9,0.99469,0.039,115.0,0.28,10.2,1
463,9.1,0.9962,0.069,157.0,0.23,7.3,0
464,9.3,1.0,0.038,228.0,0.71,17.35,0
465,9.8,0.9969899999999999,0.053,173.0,0.26,11.8,0
466,10.8,0.9965,0.039,159.0,0.66,9.1,0
467,9.1,0.99692,0.035,177.0,0.34,7.5,0
468,10.8,0.99479,0.046,149.0,0.3,11.2,0
469,8.8,0.99955,0.048,228.0,0.44,14.4,1
470,9.0,0.99865,0.052000000000000005,197.0,0.19,13.7,0
471,8.9,0.99802,0.039,151.0,0.72,9.6,0
472,9.6,0.9966,0.062,126.0,0.34,9.3,0
473,10.1,0.9978,0.046,168.0,0.74,11.9,0
474,12.0,0.99006,0.037000000000000005,107.0,0.35,1.5,1
475,11.0,0.9917799999999999,0.045,152.0,0.29,1.2,1
476,9.7,1.0002,0.054000000000000006,126.0,0.38,14.8,0
477,9.1,0.99834,0.051,146.0,0.31,16.4,0
478,12.2,0.99067,0.049,153.0,0.31,2.7,1
479,8.8,0.9967,0.055999999999999994,215.0,0.23,8.6,0
480,9.5,0.9953799999999999,0.054000000000000006,182.0,0.26,8.2,0
481,11.6,0.9912,0.038,107.0,0.29,2.7,1
482,9.7,0.99898,0.054000000000000006,174.0,0.23,14.8,0
483,9.0,0.9962,0.048,152.0,0.34,7.5,0
484,11.2,0.9910399999999999,0.040999999999999995,182.0,0.26,1.2,0
485,11.9,0.9929,0.017,84.0,0.52,5.9,1
486,9.1,0.9965,0.042,173.0,0.41,8.6,0
487,10.1,0.9977299999999999,0.059000000000000004,124.0,0.24,17.8,0
488,12.6,0.992,0.033,93.0,0.37,5.85,1
489,9.5,0.99466,0.075,201.0,0.24,5.3,0
490,10.4,0.992,0.036000000000000004,85.0,0.41,1.3,0
491,9.8,0.9936,0.047,100.0,0.23,2.9,0
492,10.1,0.9957,0.048,163.0,0.22,12.15,0
493,10.4,0.9928,0.046,135.0,0.22,1.4,1
494,9.8,0.9969899999999999,0.053,173.0,0.26,11.8,0
495,8.8,0.9964,0.05,220.0,0.49,7.7,0
496,9.5,0.9955,0.05,155.0,0.44,7.0,0
497,11.6,0.9898100000000001,0.040999999999999995,73.0,0.34,2.0,1
498,11.8,0.99108,0.044000000000000004,116.0,0.32,3.8,1
499,10.2,0.9931,0.044000000000000004,163.0,0.74,0.8,0
500,9.5,0.9968,0.048,210.0,0.47,11.6,0
501,9.8,0.9972,0.051,177.0,0.36,13.0,0
502,9.5,0.9968,0.040999999999999995,195.0,0.44,11.6,0
503,9.9,0.995,0.057999999999999996,163.0,0.24,6.7,0
504,11.5,0.9903799999999999,0.021,148.0,0.31,0.95,0
505,12.3,0.9908,0.033,102.0,0.39,2.3,1
506,9.5,0.9977,0.047,198.0,0.28,14.7,0
507,9.3,0.9934,0.066,128.0,0.06,1.4,0
508,10.8,0.9922799999999999,0.052000000000000005,126.0,0.41,1.6,0
509,9.6,0.9944,0.068,55.0,0.47,1.6,0
510,9.5,0.99692,0.105,155.0,0.23,8.9,0
511,10.9,0.991,0.057,82.0,0.33,1.1,1
512,9.2,0.9999,0.05,163.0,0.58,16.75,0
513,9.0,0.9959,0.05,191.0,0.16,7.5,0
514,11.6,0.99164,0.053,193.0,0.27,1.2,0
515,8.9,0.99976,0.044000000000000004,184.0,0.34,13.7,0
516,9.6,0.9951399999999999,0.05,180.0,0.26,7.9,0
517,9.1,0.9986,0.067,189.0,0.34,14.4,1
518,9.4,0.9954,0.064,186.0,0.43,7.2,0
519,10.6,0.9957600000000001,0.022000000000000002,111.0,0.3,8.7,0
520,13.1,0.9896299999999999,0.039,86.0,0.38,4.9,1
521,10.0,0.9935,0.039,147.0,0.35,1.6,0
522,8.5,1.00196,0.06,145.0,0.49,20.15,0
523,11.9,0.99064,0.045,118.0,0.45,2.3,1
524,12.6,0.9903,0.04,81.0,0.28,4.0,1
525,9.3,0.9966,0.047,211.0,0.5,11.6,0
526,8.7,1.0,0.046,252.0,0.31,18.2,0
527,9.4,0.9956200000000001,0.044000000000000004,196.0,0.42,8.2,0
528,11.0,0.9947,0.052000000000000005,145.0,0.38,7.9,1
529,10.0,0.9938299999999999,0.047,147.0,0.22,5.6,0
530,9.8,0.9936,0.05,84.0,0.36,1.8,1
531,12.0,0.9907600000000001,0.021,80.0,0.37,3.2,0
532,8.9,0.9961,0.047,224.0,0.32,8.8,0
533,9.7,0.99756,0.051,167.0,0.3,8.4,0
534,11.7,0.9910399999999999,0.045,133.0,0.5,1.5,0
535,10.5,0.99254,0.032,149.0,0.27,1.4,0
536,10.9,0.9917600000000001,0.057,138.0,0.39,2.0,0
537,9.0,0.99971,0.05,154.0,0.28,17.55,1
538,10.3,0.9955,0.057999999999999996,107.0,0.39,2.4,0
539,8.4,0.99429,0.052000000000000005,113.0,0.23,3.3,0
540,11.3,0.9905799999999999,0.051,122.0,0.44,1.2,1
541,9.1,0.9958,0.047,186.0,0.46,7.8,0
542,9.0,0.9975799999999999,0.055,134.0,0.25,12.5,0
543,10.6,0.9958,0.028999999999999998,111.0,0.32,10.7,0
544,14.05,0.9909,0.040999999999999995,104.0,0.01,8.4,1
545,10.9,0.993,0.049,97.0,0.31,5.6,0
546,9.1,0.9953,0.05,129.0,0.34,6.0,0
547,10.5,0.9962,0.048,149.0,0.49,9.4,1
548,10.6,0.9968,0.048,161.0,0.36,14.6,0
549,12.0,0.9921200000000001,0.02,133.0,0.34,7.4,1
550,9.5,0.9936,0.049,118.0,0.1,1.4,0
551,9.7,0.998,0.042,197.0,0.7,13.1,0
552,8.7,0.9998,0.046,145.0,0.41,17.8,0
553,12.7,0.9906,0.027000000000000003,130.0,0.33,3.9,1
554,9.7,0.9949600000000001,0.067,90.0,0.38,6.1,0
555,10.6,0.9946,0.04,168.0,0.31,7.2,1
556,12.1,0.99111,0.04,121.0,0.34,3.6,1
557,12.2,0.9896,0.037000000000000005,128.0,0.29,1.4,1
558,8.7,0.9975,0.045,155.0,0.67,10.5,0
559,10.0,0.9937,0.036000000000000004,200.0,0.34,3.4,0
560,8.6,0.9966,0.05,189.0,0.33,7.6,0
561,10.2,0.9926,0.040999999999999995,79.0,0.32,0.9,1
562,9.3,0.9968,0.055,151.0,0.31,8.95,0
563,10.5,0.9938299999999999,0.047,106.0,0.24,1.4,1
564,10.7,0.992,0.039,75.0,0.3,1.0,0
565,11.0,0.9916,0.037000000000000005,98.0,0.27,1.5,1
566,9.0,0.9967,0.076,154.0,0.27,10.7,0
567,10.9,0.9924,0.044000000000000004,179.0,0.56,2.8,1
568,10.5,0.993,0.036000000000000004,195.0,0.31,1.7,0
569,9.2,0.9971,0.04,191.0,0.25,9.8,0
570,12.2,0.99031,0.03,108.0,0.31,4.0,1
571,9.5,0.99536,0.051,197.0,0.5,8.0,0
572,10.7,0.9936,0.06,75.0,0.37,1.5,0
573,10.9,0.99469,0.039,115.0,0.28,10.2,1
574,9.0,0.9929,0.040999999999999995,109.0,0.25,1.8,0
575,10.6,0.9948,0.038,189.5,0.28,5.7,1
576,9.2,0.99805,0.053,159.0,0.55,14.6,0
577,9.5,0.9983,0.046,145.0,0.33,12.3,0
578,10.0,0.9940000000000001,0.053,114.0,0.42,2.3,0
579,11.1,0.98936,0.034,89.0,0.29,0.9,1
580,9.4,0.9957600000000001,0.052000000000000005,113.0,0.22,8.8,0
581,9.5,0.9932,0.051,171.0,0.21,2.1,0
582,11.2,0.9943,0.037000000000000005,174.0,0.49,8.1,1
583,11.4,0.9923,0.037000000000000005,102.0,0.4,2.3,1
584,10.6,0.9936200000000001,0.044000000000000004,128.0,0.24,1.3,0
585,10.9,0.9905,0.03,76.0,0.26,1.4,1
586,9.4,0.99475,0.052000000000000005,128.0,0.14,4.8,0
587,11.1,0.9917799999999999,0.047,130.0,0.49,2.5,0
588,12.8,0.98869,0.022000000000000002,110.0,0.3,1.1,1
589,8.6,0.99936,0.042,125.0,0.29,13.1,0
590,10.5,0.99154,0.032,161.0,0.32,1.4,0
591,9.4,0.9961,0.044000000000000004,152.0,0.24,9.2,0
592,9.4,0.9984,0.039,198.0,0.35,11.1,1
593,9.4,0.9989899999999999,0.048,203.0,0.37,15.5,0
594,9.7,0.9921200000000001,0.127,178.0,0.5,1.0,0
595,8.7,1.001,0.048,167.0,0.4,22.0,0
596,10.5,0.99198,0.042,121.0,0.33,1.2,1
597,10.4,0.9970600000000001,0.043,163.0,0.38,12.7,1
598,10.6,0.9945,0.038,132.0,0.31,6.7,1
599,10.8,0.992,0.034,136.0,0.25,1.7,1
600,9.2,0.99771,0.096,210.0,0.18,7.7,0
601,11.4,0.993,0.046,207.0,0.51,2.0,0
602,12.7,0.9895200000000001,0.042,142.0,0.32,2.2,1
603,12.8,0.9896,0.031,99.0,0.34,4.0,1
604,9.2,0.9952799999999999,0.048,179.0,0.44,7.1,0
605,10.2,0.9919600000000001,0.035,148.0,0.33,1.8,0
606,13.2,0.9906200000000001,0.035,100.0,0.23,5.8,1
607,12.5,0.992,0.034,127.0,0.32,6.0,1
608,9.2,0.9933,0.034,121.0,0.24,1.2,0
609,9.7,0.99485,0.034,197.0,0.28,7.5,0
610,12.0,0.9887,0.033,121.0,0.23,1.5,0
611,9.4,0.9966,0.04,145.0,0.29,10.5,0
612,9.6,0.99587,0.046,130.0,0.46,1.8,0
613,8.7,0.99839,0.04,159.0,0.79,11.95,0
614,11.4,0.992,0.048,67.0,0.32,1.4,0
615,10.3,0.9937799999999999,0.054000000000000006,158.0,0.27,6.6,0
616,10.3,0.9920700000000001,0.05,145.0,0.18,2.3,0
617,9.1,0.9986,0.053,229.0,0.3,12.8,1
618,9.4,0.9951200000000001,0.044000000000000004,197.0,0.16,7.9,0
619,12.8,0.98915,0.022000000000000002,97.0,0.34,2.4,1
620,9.8,0.9932,0.047,134.0,0.4,1.2,1
621,11.4,0.9936,0.027999999999999997,87.0,0.3,6.5,1
622,10.5,0.9954,0.047,162.0,0.38,8.3,1
623,9.1,0.9934,0.064,120.0,0.03,1.2,0
624,8.7,0.99825,0.055999999999999994,168.0,0.3,13.7,1
625,8.5,0.99398,0.054000000000000006,107.0,0.16,1.3,0
626,9.5,0.9927,0.049,187.0,0.47,1.4,0
627,8.7,0.9998,0.046,145.0,0.41,17.8,0
628,9.6,0.9998,0.055999999999999994,117.0,0.35,15.3,0
629,12.15,0.9916799999999999,0.027999999999999997,121.0,0.28,5.7,1
630,11.2,0.9932,0.048,173.0,0.41,1.7,1
631,13.0,0.99018,0.038,98.0,0.22,4.0,1
632,9.8,0.9943799999999999,0.087,177.0,0.37,1.6,0
633,9.5,0.9924,0.06,120.0,0.57,1.0,0
634,9.8,0.9969899999999999,0.053,173.0,0.26,11.8,0
635,9.4,0.9940000000000001,0.042,111.0,0.22,4.2,0
636,9.3,0.9965700000000001,0.098,91.0,0.21,10.7,0
637,9.1,0.9964,0.048,206.0,0.26,8.6,0
638,9.8,0.9953,0.045,189.0,0.29,5.3,0
639,11.0,0.9938,0.037000000000000005,110.0,0.49,6.7,1
640,9.8,0.9949,0.052000000000000005,230.0,0.31,7.5,0
641,10.8,0.9922,0.039,125.0,0.37,2.0,1
642,9.1,0.9975,0.06,192.0,0.37,13.5,0
643,11.0,0.9962,0.057,156.0,0.49,7.6,1
644,10.3,0.993,0.059000000000000004,199.0,0.37,1.2,1
645,11.5,0.991,0.027000000000000003,150.0,0.24,4.4,1
646,9.9,0.9936,0.057999999999999996,150.0,0.26,1.6,1
647,9.2,0.9980399999999999,0.057,167.0,0.44,15.8,0
648,11.1,0.9963,0.059000000000000004,174.0,0.34,7.4,1
649,12.6,0.9914799999999999,0.037000000000000005,97.0,0.28,6.5,1
650,12.0,0.9906,0.034,133.0,0.24,2.3,1
651,8.9,0.9983,0.046,177.0,0.58,12.1,0
652,10.0,0.9924299999999999,0.039,108.0,0.23,2.9,0
653,12.0,0.9898600000000001,0.033,95.0,0.3,1.5,1
654,9.3,0.9945,0.18600000000000003,150.0,0.48,4.0,0
655,9.6,0.99308,0.05,189.0,0.46,1.5,0
656,11.0,0.9929899999999999,0.046,140.0,0.34,5.6,0
657,8.8,0.998,0.05,204.0,0.24,13.1,0
658,13.7,0.98913,0.03,123.0,0.29,3.1,1
659,10.5,0.9943,0.039,110.0,0.38,6.5,0
660,10.2,0.9962,0.044000000000000004,179.0,0.2,14.95,0
661,11.6,0.9932,0.038,127.0,0.29,6.8,1
662,9.5,0.9951,0.05,210.0,0.49,7.1,0
663,10.1,0.9966,0.054000000000000006,224.0,0.26,7.1,0
664,12.6,0.9899,0.034,136.0,0.33,1.8,1
665,12.6,0.99061,0.028999999999999998,80.0,0.3,3.3,1
666,11.4,0.9912,0.05,147.0,0.29,1.8,1
667,11.2,0.99174,0.037000000000000005,138.0,0.24,4.8,1
668,11.5,0.99165,0.027000000000000003,72.0,0.31,5.0,1
669,8.8,0.9978,0.047,133.0,0.68,11.0,0
670,11.0,0.9932200000000001,0.059000000000000004,128.0,0.37,6.9,1
671,11.6,0.9913,0.027999999999999997,102.0,0.37,1.6,1
672,9.5,0.997,0.044000000000000004,186.0,0.35,9.2,1
673,9.4,0.9962,0.054000000000000006,162.0,0.32,9.6,0
674,9.1,0.9998,0.042,129.5,0.4,14.75,1
675,8.9,0.9978,0.065,225.0,0.64,11.8,0
676,12.8,0.9902,0.028999999999999998,109.0,0.33,1.4,1
677,11.2,0.99644,0.044000000000000004,170.0,0.32,16.2,0
678,11.2,0.9924,0.027000000000000003,143.0,0.26,5.0,1
679,9.0,0.9949,0.028999999999999998,104.0,0.27,4.6,0
680,10.0,0.992,0.043,159.0,0.14,1.4,0
681,9.0,1.0007,0.052000000000000005,243.0,0.57,17.8,0
682,10.0,0.9928799999999999,0.046,117.0,0.17,1.6,0
683,9.0,0.9957,0.049,243.0,0.43,7.5,0
684,9.4,0.9956,0.05,131.0,0.49,1.6,0
685,9.2,0.9931700000000001,0.06,104.0,0.41,1.1,0
686,10.2,0.9946,0.043,151.0,0.41,7.4,1
687,10.4,0.99608,0.05,134.0,0.26,9.6,0
688,12.8,0.9938100000000001,0.026000000000000002,77.0,0.3,11.3,1
689,10.3,0.9961,0.059000000000000004,199.0,0.29,3.9,0
690,9.2,0.9936,0.138,150.0,0.73,1.0,0
691,9.6,0.9952,0.054000000000000006,160.0,0.44,6.7,0
692,9.5,0.9923799999999999,0.062,122.0,0.57,1.0,0
693,11.3,0.99072,0.033,72.0,0.49,1.3,1
694,10.2,0.9934,0.049,141.0,0.25,1.4,1
695,10.7,0.99215,0.042,183.0,0.33,1.4,0
696,10.1,0.9921,0.038,128.0,0.25,1.2,0
697,8.8,0.99754,0.049,190.0,0.23,10.4,0
698,9.2,0.9958,0.045,126.0,0.32,8.3,0
699,9.6,0.9976,0.05,168.0,0.51,13.6,1
700,12.7,0.9895200000000001,0.042,120.0,0.27,2.3,1
701,10.2,0.9939,0.051,142.0,0.29,4.3,0
702,12.0,0.9898399999999999,0.034,129.0,0.58,1.25,1
703,9.1,0.9943,0.053,126.0,0.26,4.5,0
704,9.4,0.99582,0.039,227.0,0.4,10.0,0
705,9.0,0.99954,0.036000000000000004,201.0,0.3,16.0,0
706,10.9,0.9959,0.053,100.0,0.67,8.3,0
707,10.2,0.9926,0.039,78.0,0.32,1.1,1
708,8.7,0.9975,0.043,142.0,0.56,11.2,0
709,12.9,0.98936,0.018000000000000002,80.0,0.31,2.3,1
710,9.1,0.9998,0.042,129.5,0.4,14.75,1
711,12.1,0.99,0.036000000000000004,99.0,0.49,1.2,1
712,9.5,0.9958,0.049,202.0,0.3,7.8,0
713,10.3,0.9927,0.040999999999999995,65.0,0.24,1.1,1
714,9.5,0.9942700000000001,0.042,102.0,0.36,4.5,0
715,10.0,0.996,0.037000000000000005,119.0,0.14,10.4,0
716,9.5,0.9956,0.038,200.0,0.45,8.0,0
717,9.2,0.9991,0.045,213.0,0.42,14.3,0
718,9.3,0.99424,0.054000000000000006,97.0,0.12,4.8,0
719,10.3,0.9924200000000001,0.036000000000000004,49.0,0.3,1.3,0
720,10.0,0.99445,0.046,144.0,0.08,4.9,0
721,9.2,0.9964,0.043,172.0,0.34,8.9,0
722,9.6,0.9948,0.039,124.0,0.32,1.6,0
723,12.4,0.9897,0.031,145.0,0.36,5.1,1
724,9.5,0.9934,0.036000000000000004,117.0,0.36,1.3,1
725,10.46666667,0.9921200000000001,0.036000000000000004,168.0,0.14,1.3,0
726,10.4,0.9923,0.027999999999999997,59.0,0.27,1.7,0
727,9.6,0.9949,0.047,168.0,0.36,8.0,0
728,10.8,0.99198,0.039,99.0,0.37,1.2,0
729,11.85,0.99331,0.048,106.0,0.6,1.85,0
730,9.9,0.9934,0.05,127.0,0.28,1.8,0
731,11.8,0.99426,0.038,132.0,0.28,12.8,1
732,10.9,0.99406,0.039,113.0,0.28,9.8,1
733,12.0,0.9953,0.03,153.0,0.24,15.1,1
734,9.9,0.99287,0.040999999999999995,177.0,0.22,1.4,0
735,10.0,0.99382,0.048,147.0,0.23,5.7,0
736,11.9,0.9903,0.033,134.0,0.26,1.7,1
737,9.6,0.9992,0.047,182.0,0.53,18.15,0
738,9.1,0.9986,0.067,189.0,0.34,14.4,1
739,9.8,0.9990000000000001,0.069,163.0,0.35,14.0,0
740,12.0,0.9908,0.033,63.0,0.41,1.45,0
741,12.1,0.9901,0.027999999999999997,118.0,0.34,1.6,1
742,9.2,0.9952799999999999,0.048,179.0,0.44,7.1,0
743,9.3,0.9972,0.043,230.0,0.56,11.9,0
744,10.6,0.9931,0.042,160.0,0.14,2.7,1
745,9.9,0.9944,0.059000000000000004,175.0,0.33,2.0,0
746,9.3,0.99469,0.045,105.0,0.3,5.4,0
747,11.8,0.9918,0.031,117.0,0.29,5.3,1
748,9.2,0.9982,0.035,188.0,0.27,15.8,0
749,9.5,0.99274,0.032,98.0,0.16,0.9,0
750,12.2,0.9933799999999999,0.03,191.0,0.28,8.5,1
751,9.2,0.9984,0.046,221.0,0.49,11.3,0
752,11.4,0.9939,0.032,176.0,0.4,7.7,0
753,9.1,0.9988,0.043,162.0,0.31,14.35,0
754,10.1,0.9978,0.046,168.0,0.74,11.9,0
755,10.6,0.9926,0.038,53.0,0.28,1.2,0
756,9.6,0.9955299999999999,0.037000000000000005,206.0,0.36,8.6,0
757,10.3,0.9968799999999999,0.052000000000000005,158.0,0.44,12.6,1
758,10.5,0.9922,0.04,64.0,0.13,1.4,0
759,12.0,0.9932,0.044000000000000004,152.0,0.32,8.5,1
760,8.7,0.9980600000000001,0.055999999999999994,252.0,0.55,12.9,0
761,12.5,0.9893,0.027000000000000003,89.0,0.22,1.6,1
762,13.0,0.99,0.038,130.0,0.26,5.7,1
763,9.9,0.9928600000000001,0.05,112.0,0.24,1.7,0
764,12.2,0.9907600000000001,0.031,73.0,0.22,4.5,1
765,12.1,0.9891,0.035,78.0,0.36,1.3,1
766,10.0,0.9931,0.057999999999999996,167.0,0.31,1.4,1
767,12.8,0.9912,0.044000000000000004,131.0,0.49,3.95,1
768,12.8,0.99015,0.032,99.0,0.22,4.3,1
769,12.4,0.9918,0.026000000000000002,101.0,0.29,4.1,0
770,10.2,0.99393,0.055999999999999994,113.0,0.32,4.8,1
771,10.9,0.9959,0.044000000000000004,90.0,0.36,10.7,1
772,10.3,0.99677,0.049,149.0,0.28,12.1,0
773,9.0,0.9959100000000001,0.055,194.0,0.18,7.0,0
774,9.8,0.99164,0.038,131.0,0.33,1.0,0
775,10.0,0.9924,0.045,98.0,0.44,1.4,1
776,9.4,0.997,0.05,164.0,0.24,12.1,0
777,10.0,0.9931399999999999,0.051,210.0,0.34,2.6,0
778,10.65,0.9909399999999999,0.037000000000000005,88.0,0.28,1.0,1
779,10.8,0.99526,0.05,140.0,0.34,11.6,0
780,10.4,0.99455,0.046,182.0,0.44,1.5,0
781,10.7,0.99565,0.032,131.0,0.18,13.15,0
782,10.9,0.9924,0.049,94.0,0.37,1.6,1
783,10.98,0.9943299999999999,0.043,145.0,0.19,9.3,0
784,8.7,0.9976,0.047,178.0,0.62,11.0,0
785,10.9,0.9917600000000001,0.057,138.0,0.39,2.0,0
786,9.0,0.99772,0.05,150.0,0.26,13.1,0
787,12.8,0.9911,0.03,100.0,0.29,4.1,1
788,11.5,0.9918,0.038,130.0,0.43,4.55,1
789,10.6,0.9911399999999999,0.042,172.0,0.13,1.2,0
790,12.4,0.9893,0.027999999999999997,105.0,0.36,1.1,1
791,12.4,0.9898,0.036000000000000004,124.0,0.24,1.5,1
792,9.1,0.9932,0.11,138.0,0.47,2.2,0
793,11.3,0.9902,0.03,111.0,0.28,2.9,1
794,9.1,0.9983,0.059000000000000004,148.0,0.5,14.5,0
795,9.5,0.9956,0.073,202.0,0.26,4.1,0
796,13.6,0.9874200000000001,0.028999999999999998,93.0,0.3,1.2,1
797,11.5,0.99335,0.040999999999999995,114.0,0.27,10.4,1
798,9.3,0.9928799999999999,0.174,99.0,0.86,1.4,0
799,12.7,0.99036,0.019,114.0,0.37,4.8,1
800,9.0,0.9986,0.055,205.0,0.28,14.4,1
801,11.5,0.9922,0.027999999999999997,191.0,0.45,4.9,1
802,13.1,0.9892200000000001,0.036000000000000004,124.0,0.3,3.0,1
803,10.0,0.99471,0.044000000000000004,101.0,0.22,1.6,0
804,12.6,0.9898,0.02,110.0,0.19,1.7,1
805,12.0,0.991,0.027999999999999997,93.0,0.33,1.9,1
806,9.1,0.99954,0.043,167.0,0.31,19.25,1
807,11.7,0.9903799999999999,0.046,90.0,0.28,1.4,1
808,10.0,0.9956799999999999,0.057,166.0,0.23,9.5,0
809,11.4,0.9936,0.027999999999999997,87.0,0.3,6.5,1
810,11.9,0.9905700000000001,0.037000000000000005,78.0,0.3,1.5,1
811,9.7,0.99382,0.042,138.0,0.09,6.3,0
812,9.4,0.99519,0.174,159.0,0.3,7.3,0
813,11.3,0.99121,0.034,148.0,0.3,2.6,1
814,12.2,0.98924,0.033,111.0,0.4,2.1,1
815,8.8,1.001,0.048,243.0,0.48,19.45,0
816,9.7,0.99756,0.051,167.0,0.3,8.4,0
817,9.1,0.9986,0.055,176.0,0.23,16.2,0
818,10.2,0.99166,0.044000000000000004,115.0,0.29,1.8,0
819,9.3,0.9960100000000001,0.037000000000000005,173.0,0.46,8.3,0
820,9.0,0.9981,0.09300000000000001,197.0,0.24,10.0,0
821,12.0,0.9905200000000001,0.039,122.0,0.41,2.9,0
822,10.6,0.9938,0.036000000000000004,187.0,0.42,2.1,1
823,12.5,0.9914,0.03,91.0,0.34,6.6,1
824,10.6,0.9967799999999999,0.04,142.0,0.34,16.05,0
825,12.0,0.9924,0.034,126.0,0.35,6.0,1
826,8.7,0.9965,0.051,131.0,0.33,8.0,1
827,10.0,0.9934,0.048,204.0,0.19,0.8,0
828,9.3,0.99545,0.053,149.0,0.22,7.9,0
829,10.3,0.9967799999999999,0.039,129.0,0.41,14.2,1
830,10.6,0.9926,0.042,71.0,0.35,0.6,0
831,10.4,0.9921200000000001,0.039,128.0,0.35,1.4,0
832,12.9,0.99172,0.042,106.0,0.32,8.8,1
833,9.7,0.9955,0.046,178.0,0.35,7.2,0
834,9.0,0.99792,0.051,149.0,0.28,14.7,1
835,12.1,0.991,0.026000000000000002,189.0,0.24,1.6,1
836,10.8,0.9940200000000001,0.045,164.0,0.24,1.6,0
837,12.0,0.9948,0.03,171.0,0.26,11.1,0
838,8.8,0.9988,0.055,198.0,0.24,15.4,0
839,9.0,0.9955,0.046,192.0,0.38,7.8,0
840,11.5,0.9928,0.035,101.0,0.43,3.2,0
841,9.4,0.9966,0.07,185.0,0.28,7.5,0
842,10.8,0.993,0.04,117.0,0.32,1.2,0
843,10.9,0.99221,0.040999999999999995,102.0,0.39,2.3,1
844,13.0,0.9902,0.036000000000000004,131.0,0.22,4.1,1
845,10.8,0.9935,0.052000000000000005,106.0,0.25,6.2,0
846,9.2,0.9946,0.052000000000000005,142.0,0.22,4.8,0
847,9.0,0.99564,0.045,177.0,0.14,7.05,0
848,10.7,0.9917,0.057,141.0,0.26,1.5,0
849,10.0,0.99434,0.147,159.0,0.26,6.3,0
850,12.1,0.9902200000000001,0.027999999999999997,91.0,0.35,3.5,0
851,11.3,0.99356,0.033,97.0,0.33,12.2,1
852,9.4,0.9953,0.12300000000000001,116.0,0.24,6.6,0
853,11.2,0.99026,0.04,103.0,0.27,0.9,0
854,13.5,0.9889399999999999,0.033,107.0,0.3,2.2,1
855,11.5,0.9933,0.03,133.0,0.47,7.85,1
856,11.5,0.9911200000000001,0.028999999999999998,106.0,0.29,5.35,1
857,11.95,0.99318,0.028999999999999998,128.0,0.36,8.9,1
858,8.7,1.00013,0.044000000000000004,191.0,0.73,14.35,0
859,12.2,0.9903200000000001,0.036000000000000004,117.0,0.34,1.9,0
860,9.0,0.9977299999999999,0.084,170.0,0.46,11.7,0
861,9.8,0.9984,0.055,180.0,0.3,13.6,0
862,12.9,0.9907,0.032,110.0,0.4,1.6,1
863,10.6,0.99397,0.031,141.0,0.24,7.1,1
864,10.8,0.9923,0.031,80.0,0.26,5.7,0
865,9.733333333,0.9936200000000001,0.066,187.0,0.46,6.2,0
866,10.4,0.9931,0.028999999999999998,151.0,0.23,2.0,0
867,9.3,0.9988,0.048,146.0,0.4,8.9,0
868,9.9,0.9935200000000001,0.026000000000000002,56.0,0.28,1.3,0
869,11.0,0.99455,0.048,111.0,0.34,8.9,1
870,10.5,0.99236,0.043,72.0,0.32,1.2,0
871,11.9,0.9906,0.034,122.0,0.01,2.7,0
872,12.0,0.9899899999999999,0.028999999999999998,161.0,0.36,1.8,1
873,9.0,0.9976,0.051,201.0,0.26,13.2,0
874,10.1,0.9936,0.046,165.0,0.6,2.1,1
875,9.0,0.99839,0.053,136.0,0.29,14.9,0
876,11.1,0.9917299999999999,0.039,83.0,0.28,1.4,0
877,12.4,0.9902,0.032,121.0,0.34,2.7,1
878,9.2,0.9960399999999999,0.047,189.0,0.51,8.0,0
879,9.2,0.99771,0.096,210.0,0.18,7.7,0
880,9.4,0.9976,0.061,214.0,0.36,9.2,0
881,9.2,0.9991,0.045,213.0,0.42,14.3,0
882,8.8,0.99924,0.038,133.0,0.36,16.3,0
883,11.26666667,0.9916,0.032,132.0,0.28,4.25,1
884,9.9,0.9953,0.045,131.0,0.3,8.8,0
885,11.5,0.9911200000000001,0.028999999999999998,106.0,0.29,5.35,1
886,8.6,0.99884,0.065,186.0,0.2,16.0,0
887,12.8,0.9891200000000001,0.033,142.0,0.3,1.9,1
888,9.1,0.9957600000000001,0.048,188.0,0.45,7.8,0
889,11.5,0.9915299999999999,0.044000000000000004,117.0,0.29,3.15,0
890,9.7,0.9947,0.035,109.0,0.4,4.2,0
891,10.2,0.9940000000000001,0.051,162.0,0.23,6.0,0
892,8.9,0.9996,0.043,156.0,0.4,19.45,0
